season,episode,character,dialogue
4,13,LEONARD,"Oh, I don’t know. Maybe when you walk into a hotel room and you see a guy getting back together with his girlfriend, you should consider doing something other than crawling into the adjoining bed."
4,13,RAJ,I did. You said no Bridget Jones.
4,13,SHELDON,Excuse me. We’re not taking comments or questions from the audience just yet.
4,13,AMY,"Hi, bestie."
4,13,SHELDON,"All right, why don’t we see if we can bring this back to topic."
4,13,HOWARD,"Let me ask you something, Bernie."
4,13,SHELDON,I guess not.
4,13,HOWARD,How would you feel if you met my ex-girlfriend and she was like Angelina Jolie?
4,13,BERNADETTE,"Oh, come on, Howard, be realistic."
4,13,HOWARD,"What, I’m not hot enough for Angelina Jolie?"
4,13,RAJ,I’d like to weigh in here. No.
4,13,SHELDON,"All right, why don’t we open it up to Q&A from the audience?"
4,13,BERNADETTE,"Um, Penny, that’s Glenn. Glenn, that’s Penny."
4,13,LEONARD,No!
4,13,SHELDON,Must be out of range.
4,13,AMY,"Leonard, can I ask you a question?"
4,13,LEONARD,Sure.
4,13,AMY,Are you bothered by the fact that your former girlfriend left the symposium with what is probably the most beautiful man I’ve ever seen in my life?
4,13,LEONARD,No. Why do you ask?
4,13,AMY,Because we’re going 120 miles per hour.
4,13,SHELDON,"All right, if no one’s going to guess, I was spying the aluminium rims on the police car we passed a few miles back."
4,14,SHELDON,"Good evening. I’m your guest lecturer, Dr. Sheldon Cooper. I was expecting applause, but I suppose stunned silence is equally appropriate. I agreed to speak to you this evening, because I was told that you’re the best and the brightest of this university’s doctoral candidates. Hmm. Of course, that’s like saying you are the most important electron in a hydrogen atom. ‘Cause, you see, there’s only one electron in a hydrogen atom. Best and brightest, my sweet patootie. All right, let’s begin. Show of hands, who here is familiar with the concept of topological insulators? Don’t kid yourselves."
4,14,LEONARD,"I found another tweet from a student at Sheldon’s lecture. Dr. Cooper has taken a relatively boring subject and managed to make it completely insufferable. Plus, he looks like a giant insect."
4,14,HOWARD,"Look. Listen to this one. Does Einstein’s theory explain why time flies when you’re having fun, but when you’re listening to Dr. Cooper, it falls out of the sky, dead?"
4,14,RAJ,"Ooh, somebody took pictures and uploaded them to their Flickr account."
4,14,LEONARD,Wow. How do you get an entire lecture hall to flip you off at the same time?
4,14,HOWARD,"Apparently, if you’re Sheldon, all you need to do is turn your back."
4,14,PENNY,"Hey, Leonard, is your wi-fi down? I can’t get on."
4,14,LEONARD,"Oh, Sheldon changed the password. It’s now Penny is a freeloader. No spaces."
4,14,PENNY,Thanks. What are you guys doing?
4,14,LEONARD,Sheldon gave a lecture at the university tonight. We’re reading the reviews.
4,14,PENNY,Oh. How’d he do?
4,14,HOWARD,"Well, picture the Hindenburg meets Chernobyl meets Three Mile Island meets Tron 2."
4,14,PENNY,"That bad, huh?"
4,14,LEONARD,Read this woman’s tweet.
4,14,PENNY,Listening to Dr. Cooper has made me want to start cutting myself again
4,14,LEONARD,Yeah.
4,14,SHELDON,"Good evening, Leonard, Howard, Raj, freeloader."
4,14,HOWARD,"So, how’d the lecture go?"
4,14,LEONARD,"In a word, triumphant."
4,14,LEONARD,Really? Triumphant?
4,14,SHELDON,"Oh, yes, you should have seen those young people. Thirsty for knowledge, drinking in my wisdom. I may have changed a few lives today."
4,14,PENNY,"Oh, please let me tell him."
4,14,LEONARD,"I don’t know, I kind of promised Howard."
4,14,SHELDON,Tell me what?
4,14,HOWARD,"Actually, we should all share the moment. Raj, if you would."
4,14,SHELDON,"Oh, tweets about my lecture. Hmm. That’s rather unfair. That’s downright cruel. Plus, insects have six legs. Yeah, I’m not familiar with the acronym KMN."
4,14,LEONARD,"Oh, uh, from the context, we think it means kill me now."
4,14,SHELDON,"Well, I suppose everyone’s entitled to their own opinion. I think I’ll turn in. I didn’t want to teach those poopy heads, anyway."
4,14,HOWARD,"FYI, I think that’s what Darth Vader said just before he started building the Death Star."
4,14,HOWARD,Sheldon still moping?
4,14,LEONARD,"Yeah, it’s weird. Even though he didn’t want to give the lecture in the first place, being rejected by those students really hit him hard."
4,14,RAJ,"Mmm, I know the feeling. It’s like accidentally walking into a gay bar and then having no one hit on you. It-It happened to a friend of mine."
4,14,BERNADETTE,Are you guys doing okay?
4,14,HOWARD,"Yeah, Leonard and I are fine, but I think Raj needs to meet a girl really soon."
4,14,BERNADETTE,"Well, that shouldn’t be too hard. He’s such a cutie."
4,14,RAJ,"Thank you, but cute is for bunnies. I want to be something with sex appeal, like, like a labradoodle."
4,14,HOWARD,Labradoodle?
4,14,LEONARD,We might be starting to zero in on your problem.
4,14,BERNADETTE,Don’t you listen to them. You’ve got plenty of sex appeal.
4,14,RAJ,You really think so?
4,14,BERNADETTE,Yeah. You’re a hottie.
4,14,RAJ,"Well, thanks, Bernadette. And just for the record, labradoodles are hypo-allergenic, which is a very sexy quality to those troubled by animal dander."
4,14,SHELDON,"It’s a charming illusion, but it does not cheer me up."
4,14,AMY,Not even when I do this?
4,14,SHELDON,No.
4,14,AMY,"Well, that was the last arrow in my quiver of whimsy."
4,14,SHELDON,Do you realize that teaching is the first thing I’ve failed at since my ill-fated attempt to complete a chin-up in March of 1989?
4,14,AMY,"If this humiliating experience is really troubling you, there are things we could do about it."
4,14,SHELDON,For instance?
4,14,AMY,"Well, the first thing that comes to mind is isolating the part of your brain where the memory is stored and destroying it with a laser."
4,14,SHELDON,"Hmm, no. One slip of the hand, and suddenly I’m sitting in the Engineering Department, building doodads with Wolowitz."
4,14,AMY,"All right. Have you considered improving your socialization skills, thus allowing you to communicate more effectively with other people?"
4,14,SHELDON,Isn’t that their burden? I’m the one with something interesting to say.
4,14,AMY,"Fair enough, but in its essence, teaching is a performance art. In the classroom paradigm, the teacher has the responsibility to communicate, as well as entertain and engage."
4,14,SHELDON,I sense that you’re trying to slow-walk me to an epiphany. Would you mind very much jumping to it?
4,14,AMY,Perhaps you should consider taking acting lessons.
4,14,SHELDON,Acting lessons. Interesting. It might help if I could act as though I care about my students and whether or not they learn.
4,14,SHELDON,Penny.    Penny.    Penny.
4,14,PENNY,What?
4,14,SHELDON,"You’re an    actress, correct?"
4,14,PENNY,I’m not an   actress. I’m an actress.
4,14,SHELDON,All right. You’re an actress. I need you to teach me.
4,14,PENNY,You want an acting lesson?
4,14,SHELDON,Perhaps two. I’d like to master the craft.
4,14,PENNY,"Okay, where is this coming from?"
4,14,SHELDON,"It has been suggested to me that acting techniques could improve my lecturing, at which, if certain tweets and blogs are to be believed, I suck the big one."
4,14,PENNY,"Yeah, I saw those. They were funny. I printed a few out and put ’em on my fridge."
4,14,SHELDON,"So, when could we start?"
4,14,PENNY,"Okay, just to be clear. You are asking me for help because I know something that the brilliant Dr. Sheldon Cooper doesn’t."
4,14,SHELDON,I suppose that’s one way to look at it.
4,14,PENNY,I think it’s the only way to look at it.
4,14,SHELDON,Are you going to help me or not?
4,14,PENNY,Probably. I’m just enjoying the foreplay. Does this mean you are done mocking my acting career?
4,14,SHELDON,"Oh, I’m sorry, I thought making the transition from actor to acting teacher was the signal that one’s career had reached the end of the road."
4,14,PENNY,Forget it.
4,14,SHELDON,I’ll pay you 40 dollars.
4,14,PENNY,"Saturday, nine a.m. Bring cash."
4,14,HOWARD,"Raj, I have amazing news!"
4,14,RAJ,What?
4,14,HOWARD,I just got offered a fellowship at the Weitzmann Institute in Israel.
4,14,RAJ,"Dude, that’s incredible!"
4,14,HOWARD,"I know. The only thing is, I’m gonna be gone for two years."
4,14,RAJ,"Aw, I’m gonna miss you. Are you going with him?"
4,14,BERNADETTE,I have to stay here for school.
4,14,HOWARD,"That’s what we’re here to talk to you about. You see, Bernadette has needs."
4,14,RAJ,What kind of needs?
4,14,HOWARD,Sexual needs.
4,14,BERNADETTE,"Most of them regular, some of them kind of messed up."
4,14,HOWARD,"So, while I’m gone, you’re going to have to satisfy her."
4,14,BERNADETTE,What do you say?
4,14,RAJ,I say okey-dokey.
4,14,RAJ,Just that I’m definitely not gay.
4,14,SHELDON,Penny.    Penny.    Penny.
4,14,PENNY,What’s wrong?
4,14,SHELDON,Nothing. I was acting.
4,14,PENNY,You were acting?
4,14,SHELDON,"Yes. In preparation for today’s studies, I read Stanislavski’s An Actor Prepares, Stella Adler’s"
4,14,PENNY,"Well, good for you. Come on in."
4,14,SHELDON,How shall we begin?
4,14,PENNY,"Well, I thought we’d start with some basic movement exercises. You know, get our bodies warmed up a little."
4,14,SHELDON,All right.
4,14,PENNY,"So I just want you to relax and kind of move around in the space. You know, just do whatever feels natural. Sheldon?"
4,14,PENNY,"Come on, you got to work with me. We need to get connected with our bodies."
4,14,SHELDON,"Penny, my body and I have a relationship that works best when we maintain a cool, wary distance from each other."
4,14,PENNY,"All right, let’s just say we’ve warmed up."
4,14,SHELDON,You’re the teacher.
4,14,PENNY,Okay. One of the things that might help you in connecting with your students is being a little more spontaneous. So why don’t we try some improvisation?
4,14,SHELDON,Why not? It seems like you’re improvising your entire curriculum.
4,14,PENNY,This is all about listening and responding.
4,14,SHELDON,Gotcha.
4,14,PENNY,"I’m going to create a character and a situation, and you just jump in when you feel it."
4,14,SHELDON,All right.
4,14,PENNY,All right.
4,14,SHELDON,Action.
4,14,PENNY,"Okay, it’s not a movie. It’s improv. So no one calls action."
4,14,SHELDON,"Hey, you taught me something. Who would have thought it?"
4,14,PENNY,"Okay. Uh, no, the shipment has not arrived, and I really need those shoes. They are my biggest seller. Yes, ladies sizes six through ten. Thank you. Oh, sorry, I have to go, I have a customer. Bye-bye. Hi. Can I help you?"
4,14,SHELDON,"I’d like a frozen yogurt, please."
4,14,PENNY,Yogurt?
4,14,SHELDON,Yeah.
4,14,PENNY,"Um, okay, sure. Luckily, we sell both shoes and yogurt here."
4,14,SHELDON,You do?
4,14,PENNY,"Yes. Look up at the sign, and remember, improv is always about saying yes."
4,14,SHELDON,All right. Yes. I see a sign. It says Camarillo State Mental Hospital.
4,14,PENNY,What?
4,14,SHELDON,It’s the only explanation I can come up with for why you think you sell shoes and yogurt.
4,14,PENNY,"Okay, you know what? Let’s just try a different improv. Uh, oh, this time we will be two winos living under a freeway overpass."
4,14,SHELDON,"Oh, and we’re going to use props?"
4,14,PENNY,"You bet. I had dreams, you know. I was gonna be famous. Show everybody back home I could be someone. Now look at me. Want some?"
4,14,SHELDON,You have any frozen yogurt?
4,14,LEONARD,I’m still not adjusted to how the SyFy channel spells their name now. S-Y-F-Y. That’s siffy.
4,14,RAJ,Uh-huh.
4,14,RAJ,What happened?
4,14,LEONARD,"Hang on. Hang on. Uh-huh. Okay, thank you. Howard was on his scooter, and got hit by a truck. He’s in critical condition."
4,14,RAJ,"Oh, no!"
4,14,BERNADETTE,Did you hear? Isn’t it terrible?
4,14,LEONARD,Have you seen him?
4,14,BERNADETTE,They wouldn’t let me in. Oh my Howie.
4,14,LEONARD,It’ll be okay. It’ll be okay.
4,14,RAJ,"It’ll be okay. It’ll be okay.    It’s Howard. Howard, hello."
4,14,HOWARD,"Raj, is that you?"
4,14,RAJ,"Yeah, I’m right here, buddy. How are you?"
4,14,HOWARD,"Shh, shh. Listen to me. I’m not gonna make it."
4,14,RAJ,"No, no, no, don’t say that. You’re going to be all right."
4,14,HOWARD,"Raj, I don’t have time. Now, pay attention. My last wish is that you look after Bernadette."
4,14,RAJ,"Of course, of course. Now when you say look after, you mean…"
4,14,BERNADETTE,Sexually.
4,14,RAJ,"Excuse me, Bernadette. I have to hear it from him."
4,14,HOWARD,Sexually.
4,14,RAJ,"Got it. Take care. I guess I have no choice but to make sweet, guilt-free love to you over and over again for the rest of my life."
4,14,BERNADETTE,That’s how I heard it.
4,14,RAJ,What?
4,14,LEONARD,S-Y-F-Y. Sy-fee.
4,14,RAJ,"Oh, right. Good one."
4,14,PENNY,"So, did you get a chance to go over the scene I gave you?"
4,14,SHELDON,Yes. I didn’t care for it.
4,14,PENNY,"Okay, Cat on a Hot Tin Roof is an American classic."
4,14,SHELDON,"So is the McRib sandwich. I don’t care for that, either."
4,14,PENNY,Fine. What would you rather do as a scene study?
4,14,SHELDON,I’m glad you asked. I took the liberty of adapting a Star Trek fan fiction novella I wrote when I was ten into a one-act play.
4,14,PENNY,And you think it’s better than Tennessee Williams?
4,14,SHELDON,Why don’t we leave that for future generations to decide?
4,14,PENNY,Where No Sheldon Has Gone Before.
4,14,SHELDON,"It’s the story of a young boy who is transported from the ignorant backwoods of East Texas to the 23rd Century, where his genius is not only appreciated, but celebrated."
4,14,PENNY,KMN.
4,14,SHELDON,"Now, in this pivotal scene, Sheldon’s mother, played by you, argues with an emissary of the United Federation of Planets, Mr. Spock, the role I will bring to life."
4,14,PENNY,"Okay, that’s fine, but let’s try and get you out of your comfort zone."
4,14,SHELDON,Why would we want to do that? It’s called the comfort zone for a reason.
4,14,PENNY,"Okay, the whole point of this is to loosen you up a little, so I’m thinking you’ll play the role of your mother, and I will bring life to Mr. Spock."
4,14,SHELDON,I’m sorry. You’ll be Spock?
4,14,PENNY,It’s only logical.
4,14,SHELDON,Very well. I’ll set the scene.
4,14,PENNY,All right.
4,14,SHELDON,"East Texas. A warm summer night. A woman, Mary, stands on a porch. In the distance, we hear a lonesome train whistle. Woo-woo. The droning buzz of cicadas. Zzzzzzzzz. A coyote howls at the moon, frightening sensitive young boys everywhere. Aw-aw-aw! Out in the woods, an owl screeches."
4,14,PENNY,"Okay, okay. We get it. You set the scene."
4,14,SHELDON,Hoo!
4,14,PENNY,Now just read your mother’s line.
4,14,SHELDON,"Shelly! Shelly, how many times have I told you not to leave your sciencey stuff out on the porch? Goodness, I’ll never understand that boy. But then again, I’m a religious nut, and my mind is closed to so many things."
4,14,PENNY,Woo-woo-woo-woo-woo-woo. Spock to Enterprise. Transport successful.
4,14,SHELDON,"Glory be to Heaven, some sort of creature just manifested out of thin air. George, put down that Pepsi can full of bourbon that ain’t foolin’ no one, and get your shotgun!"
4,14,PENNY,"Greetings, Mary Cooper. I am Spock."
4,14,SHELDON,I’m sorry. I just don’t buy it.
4,14,PENNY,Just keep going!
4,14,SHELDON,"Oh, my, your sudden appearance startles me."
4,14,PENNY,"We have been monitoring your son Sheldon from the 23rd Century, and we have determined that he is now ready to join us. His unique genius is our best hope for bringing peace to a vast and troubled galaxy."
4,14,SHELDON,"I understand. Oh, Shelly? A man’s here to take you away to the future! Be sure to pack clean underwear.”"
4,14,PENNY,"Okay, okay, let’s try that last line again, and this time, maybe try choking up a little."
4,14,SHELDON,Why?
4,14,PENNY,"Well, you’re losing your son."
4,14,SHELDON,"Yes, but he’s going to a better place where he won’t get beat up. So much."
4,14,PENNY,"All right, come on, just try it my way. Pretend you’re sad to see him go. I’m gonna lead you in. His unique genius is our best hope for bringing peace to a vast and troubled galaxy. That’s your cue."
4,14,SHELDON,I’m sorry. I just love that line. Even the way you do it.
4,14,PENNY,"All right, come on, come on. Put some real emotion into it. Blah-blah, blah, blah, vast and troubled galaxy. Go."
4,14,SHELDON,"Oh, Shelly? A man’s here to take you away to the future. Be sure to pack clean underwear."
4,14,PENNY,That’s good. That’s good. That’s good.
4,14,SHELDON,"Mommy, why are you crying? ‘Cause I’m gonna miss you, Shelly-bean, even though you creep the bejeezus out of me."
4,14,PENNY,"Okay, I guess we’re improvising now."
4,14,SHELDON,"Well I’m sorry. It’s not my fault. I’m just incredibly smart, and everyone around here is dumber than a bag of rocks. Oh, now, don’t you start crying. You get in that spaceship. Mommy’s late for Indian bingo."
4,14,SHELDON,"Mommy, I love you. Don’t let Spock take me to the future!"
4,14,BERNADETTE,"Okay, Raj, I know you’ve been avoiding me and Howard, and I’m not leaving until you tell me what’s going on inside that little head of yours."
4,15,RAJ,"Here’s what I wonder about zombies.    What happens if they can’t get any human flesh to eat? They can’t starve to death, they’re already dead."
4,15,HOWARD,You take this one. I spent an hour last night on how do vampires shave when they can’t see themselves in the mirror?
4,15,SHELDON,Well-groomed vampires meet in pairs and shave each other. Case closed.
4,15,RAJ,"Yeah, okay, so, zombies."
4,15,LEONARD,"I guess it depends on the zombies, Raj. Are we talking slow zombies, fast zombies? Like, in 28 Days, if those zombies didn’t eat, they starved."
4,15,HOWARD,You’re thinking of 28 Days Later. 28 Days is where Sandra Bullock goes to rehab and puts the audience into an undead state
4,15,RAJ,"Hey, don’t bag on Sandra Bullock! You think it makes you look cultured, but you just come off as bitter."
4,15,LEONARD,"Oh, Dr. Siebert, twelve o’clock."
4,15,HOWARD,Why’s the president of the university slumming in the cafeteria?
4,15,SHELDON,"Perhaps he’s emulating Shakespeare’s Henry V, who dressed as a commoner and mingled among them, to find out how he was being perceived by his subjects. Course, if he’d have read any of the thirteen hundred e-mails I’ve sent him on the subject of his administration, he could have saved himself the trouble."
4,15,RAJ,Or maybe he heard it’s Tator Tot Tuesday. That’s why I’m here.
4,15,SHELDON,"That depends, how much longer do you plan on fondling my shoulder?"
4,15,SEIBERT,"Sorry, Dr. Cooper, I forgot you have a touch phobia."
4,15,SHELDON,"It’s not a touch phobia, it’s a germ phobia. If you’d like to go put on a pair of latex gloves,"
4,15,SEIBERT,"Yeah. So, listen, fellas, who’s up for a little party this Saturday night? Open bar, good eats, might even be a few pretty girls."
4,15,RAJ,Sounds great!
4,15,HOWARD,I’m in!
4,15,SHELDON,"Hold on. Just because the nice man is offering you candy, doesn’t mean you should jump into his windowless van. What’s the occasion?"
4,15,SEIBERT,Just a little fund-raiser for the university.
4,15,SHELDON,Aha! The tear-stained air mattress in the back of the van.
4,15,SEIBERT,"I understand your reticence, Dr. Cooper, and I sympathize, but the hard facts are, occasionally, we have to shake a few hands and kiss a few butts to raise money for our research."
4,15,SHELDON,"I don’t care, it’s demeaning. And I refuse to be trotted out and shown off like a prize hog at the Texas State Fair. Which, by the way, is something you don’t want to attend wearing a Star Trek ensign’s uniform."
4,15,SEIBERT,"All right, let me put it this way. You’re gonna put on a suit, you’re gonna come to this party, and you’re gonna explain your research to a bunch of old people, or I swear to God, I’ll blind you with a hot spoon, like they did to that little boy in Slumdog Millionaire."
4,15,RAJ,"Oh, you don’t want that."
4,15,SEIBERT,"So, Saturday night! It’s gonna be off the hook."
4,15,SHELDON,Ugh!
4,15,SEIBERT,Get over it.
4,15,RAJ,"Oh, boy! Tator tots and a party invitation? What a great day!"
4,15,PENNY,There you go.
4,15,LEONARD,Are you sure this is right?
4,15,PENNY,"Yeah, just tuck that part in your pants;  you’ll be fine."
4,15,HOWARD,"Okay, let’s go smooch some rich, wrinkled tuckus."
4,15,PENNY,"Oh, Howard, I can’t believe Bernadette let you go to a fancy party wearing a dickey."
4,15,HOWARD,"Excuse me, my girlfriend doesn’t pick out my clothes. My mother does."
4,15,LEONARD,Oh. We should get going.
4,15,HOWARD,What about Sheldon?
4,15,SHELDON,Sheldon is not going.
4,15,LEONARD,Really? What do we tell Siebert?
4,15,SHELDON,Tell him Dr. Cooper feels that the best use of his time is to employ his rare and precious mental faculties to tear the mask off nature and stare at the face of God.
4,15,PENNY,"Sheldon, it’s Saturday night, you’ll be doing laundry."
4,15,SHELDON,"Don’t tell him that, tell him the mask thing."
4,15,HOWARD,"Hey, put your tie back in your pants."
4,15,LEONARD,Thanks.
4,15,RAJ,Nice place. Reminds me of my parents’ house back in New Delhi.
4,15,HOWARD,You’re kidding.
4,15,RAJ,"No. We are very wealthy. But the only difference is, we have more servants."
4,15,LEONARD,More than this?
4,15,RAJ,"More than we can use. You see, in India, we don’t make the mistake of letting our poor people have dreams."
4,15,SEIBERT,Ah. There’s my band of brainiacs. Where’s Dr. Cooper?
4,15,LEONARD,He’s tearing the mask off nature to look at the face of God.
4,15,SEIBERT,"The board of directors insists he has a beautiful mind. I think he’s just bananas. Come on, let me introduce you to one of the university’s leading donors."
4,15,RAJ,I think we were misled about the cute girls.
4,15,SEIBERT,"Mrs. Latham, I’d like you to meet three of our outstanding young researchers. This is Dr. Leonard Hofstadter, Dr. Rajesh Koothrappali and Howard Wolowitz."
4,15,MRS LATHAM,"Well, what happened to you, Wolowitz, couldn’t stick with it long enough to get your PhD?"
4,15,HOWARD,I’m an engineer. Most engineers don’t bother with a PhD. But you may be interested to know I designed the zero-gravity waste-disposal system for NASA.
4,15,MRS LATHAM,"Got it, you’re a space plumber."
4,15,HOWARD,I’m gonna go hit the bar.
4,15,MRS LATHAM,Tell me about these two.
4,15,RAJ,Do him first.
4,15,SEIBERT,Dr. Hofstadter is representing our experimental physics program tonight. I think you’ll really enjoy hearing about his fascinating work.
4,15,MRS LATHAM,Right. Fascinate me.
4,15,LEONARD,Uh.. b.. d.. uh.. uh..
4,15,MRS LATHAM,"They’re cute when they’re about to wet themselves, aren’t they? I’ll make it easy for you. When you arrive at the lab in the morning, what sort of machine do you turn on?"
4,15,LEONARD,Coffee maker?
4,15,MRS LATHAM,"All right, Dr. Kooth… uh, whatever it is, you’re up."
4,15,RAJ,It’s Koothrappali. I have to tinkle.
4,15,SHELDON,"And so, instead of bowing to pressure, and going to that pointless soiree, I stayed right here and did a load of whites."
4,15,SHELDON,"Unlikely. But make your case. Keeping in mind that your critical attitude is ruining our Saturday night together, and I’m not above minimizing your window."
4,15,AMY,"Sheldon, like it or not, until you manage to upload your intelligence into a self-sustaining orbiting satellite, equipped with high-speed Internet and a cloaking device, you will be dependent on other members of the human race."
4,15,SHELDON,That’s it. Prepare to be minimized.
4,15,AMY,"I’m not finished. All scientists have to fund-raise, Sheldon. How do you think I paid for my lab?"
4,15,SHELDON,Your lab is funded by some Middle-Eastern dilettante?
4,15,AMY,"Technically, Faisal is my fiance. But I do have a state-of-the-art two-photon microscope and a place to stay in Riyadh for the winter."
4,15,SHELDON,"Well, that explains those puzzling camel race photos on your Facebook page."
4,15,AMY,"And consider this, without you to make the case for the physics department, the task will fall to people like Leonard and Rajesh."
4,15,SHELDON,Are you trying to scare me? ‘Cause you’re succeeding.
4,15,AMY,"Well, then prepare to be terrified. If your friends are unconvincing, this year’s donations might go to, say, the geology department."
4,15,SHELDON,"Oh, dear,not, not the dirt people!"
4,15,AMY,"Or worse, it could go to the liberal arts."
4,15,SHELDON,No!
4,15,AMY,"Millions of dollars being showered on poets, literary theorists and students of gender studies."
4,15,SHELDON,"Oh, the humanities!"
4,15,LEONARD,"On the bright side, I don’t think President Siebert will be making us go to any more fund-raisers."
4,15,HOWARD,"It was so much easier at my bar mitzvah. The old people just came up to you, pinched your cheek and handed you a savings bond."
4,15,RAJ,"Oh, don’t be such gloomy Gusses. Look at the size of these shrimp! At what point do we start calling them lobsters?"
4,15,LEONARD,"Face it, Raj, we crashed and burned tonight."
4,15,MRS LATHAM,"Oh, you didn’t do that badly."
4,15,LEONARD,"Mrs. Latham, the first machine I turn on in the morning is the helium-neon laser, ’cause it needs to warm up."
4,15,MRS LATHAM,"I no longer care, dear. But don’t worry, I really enjoyed meeting you this evening."
4,15,LEONARD,You’re kidding. That was good for you? ‘Cause I was sweating through my T-shirt.
4,15,MRS LATHAM,Excellent! There’s nothing I like better than making smart people feel ill at ease.
4,15,LEONARD,Why?
4,15,MRS LATHAM,"Oh, I don’t know, it’s one of the fun things you get to do when you have lots of money. Watch. Hey! Who said you could eat that shrimp? See? Fun."
4,15,LEONARD,"Hello, Mrs. Latham. Yes, I live with him. I don’t, I, I really don’t know why. Tonight? Sure, that’d be great. Okay, I’ll, I’ll see you then. Bye. She wants to have dinner and talk about my research."
4,15,SHELDON,"An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?"
4,15,LEONARD,"Well, wherever we’re going, she’s sending a car to pick me up."
4,15,SHELDON,"Okay, I see what’s happening."
4,15,LEONARD,What?
4,15,SHELDON,"My stature intimidates her, so she’s using you to get to me. Crafty old gal."
4,15,LEONARD,"Excuse me, but you are not the only distinguished scientist in this apartment. I’ve been published in peer-reviewed journals, I received a Dissertation of the Year award for experimental particle physics."
4,15,SHELDON,"No, that can’t be it. And since you seem to have forgotten, the reason we live together is we’re best friends. And I got your back, Jack."
4,15,LEONARD,That was a great meal.
4,15,MRS LATHAM,I’m glad you enjoyed it.
4,15,LEONARD,The only time I eat this well is when my mom’s in town and she takes me out to dinner.
4,15,MRS LATHAM,Is that so?
4,15,LEONARD,"You kind of remind me of her. She enjoys making people uncomfortable, too."
4,15,MRS LATHAM,"Well, you remind me of a boy I dated in college."
4,15,LEONARD,No kidding.
4,15,MRS LATHAM,Sweet boy. Very smart. If only he’d had money.
4,15,LEONARD,"Yeah, um, so, hey, speaking of money, how are you feeling about helping the physics department get a cryogenic centrifugal pump and molecular sieve?"
4,15,MRS LATHAM,"Well, I must say, you make a very persuasive case for it."
4,15,LEONARD,"Oh, good, good."
4,15,MRS LATHAM,And I’m seriously considering taking it to the next level.
4,15,LEONARD,"Terrific. Great. What level is that?    Okay, now you don’t remind me of my mom."
4,15,SHELDON,"I’m sorry, so, eventually, zombies are going to attack the rehab facility where Sandra Bullock is?"
4,15,PENNY,"Yes, Sheldon. Keep watching."
4,15,SHELDON,"You know, it’s a shame, all that work she’s doing to get sober, only to be torn apart and eaten alive."
4,15,HOWARD,Hey. How was dinner?
4,15,LEONARD,Swell. I need a drink. Do we have any alcohol?
4,15,SHELDON,"No. But we have potatoes, I could make you vodka. It’ll take two weeks."
4,15,PENNY,"Leonard, are you okay?"
4,15,LEONARD,"Um, I’m not sure."
4,15,HOWARD,What’s going on?
4,15,LEONARD,"Well, Mrs. Latham said she was seriously considering donating money so we could get a cryogenic centrifugal pump."
4,15,SHELDON,"Oh, wow!"
4,15,HOWARD,Yes!
4,15,LEONARD,Then she stuck her tongue down my throat.
4,15,SHELDON,Why?
4,15,PENNY,"Okay, we can’t keep explaining everything. Read that book we got you."
4,15,LEONARD,She hit on me.
4,15,HOWARD,Wait-wait-wait. Are you telling us that old lady wanted to have sex with you in exchange for giving your department millions of dollars?
4,15,LEONARD,I think so.
4,15,HOWARD,You lucky duck.
4,15,PENNY,"You’re really a broken toy, aren’t you?"
4,15,LEONARD,"I was able to get out of there before anything else happened, but she wants to see me again tomorrow night."
4,15,SHELDON,Excellent! What are you planning to wear?
4,15,LEONARD,What?
4,15,SHELDON,"Penny, you’re an expert on trading sexual favours for material gain, walk him through this."
4,15,LEONARD,"Well, n-no, hold on a second, I’m not going to sleep with her."
4,15,SHELDON,But we need a cryogenic centrifugal pump.
4,15,LEONARD,"Well, forget it! It’s not gonna happen."
4,15,SHELDON,"Well, come now, Leonard, this may be your only chance to make a real contribution to science!"
4,15,LEONARD,"I repeat, not gonna happen."
4,15,PENNY,What was all that about me trading sexual favours for material gain?
4,15,SHELDON,It was a compliment. I believe in giving credit where credit is due.
4,15,LEONARD,I won’t be too late. I’m just gonna make a final pitch for the funding and then say good night.
4,15,SHELDON,"Hold on, I have something for you."
4,15,LEONARD,What’s this?
4,15,SHELDON,"Just a few things you may need tonight. There’s, uh, baby oil, condoms and, uh, a little something I procured from the school of pharmacology. They say it is to Viagra as Viagra is to a green M&M."
4,15,LEONARD,I am not going to have sex with her.
4,15,SHELDON,Maybe this will overcome your reluctance. I went on the Internet and found a photograph of a 25-year-old Mrs. Latham to get your libido humming. Check out those saddle shoes. Rar!
4,15,LEONARD,Are you insane? I’m not going to prostitute myself just so we can get some new equipment.
4,15,SHELDON,"Oh, come on! Why not?"
4,15,LEONARD,"Good night, Sheldon."
4,15,SHELDON,"Given how much time you spend engaging in pointless self-abuse, you might consider, just this once, using your genitalia to actually accomplish something!"
4,15,PENNY,"He still won’t shag the old lady, huh?"
4,15,SHELDON,No. But thank you for asking.
4,15,LEONARD,Hey. Hi.
4,15,MRS LATHAM,"Hello, Leonard. I hope you’re hungry."
4,15,LEONARD,"I’m very hungry. For food, right?"
4,15,MRS LATHAM,"Oh, I made you uncomfortable last night. I’m so sorry."
4,15,LEONARD,"No, that’s okay."
4,15,MRS LATHAM,"No, it most certainly is not. Leonard, I’m making the donation to your department regardless of what happens between us."
4,15,LEONARD,Really?
