season,episode,character,dialogue
8,12,SHELDON,"Yes. Yeah, just put on your squeaky shoes and eee-eee-eee your way out of my life."
8,12,LEONARD,"Come on, don’t get upset."
8,12,SHELDON,I’m not upset. I’m just imagining a world without my best friend in it.
8,12,LEONARD,Sheldon.
8,12,SHELDON,It’s okay.
8,12,LEONARD,I’m not leaving your world. I’m just talking about living across the hall.
8,12,SHELDON,"I understand. Either way, I want you to know that I’m aware of how difficult I can be. So I just want to say thank you for putting up with me."
8,12,LEONARD,Buddy.
8,12,PENNY,How are you guys getting along? What? Why are there tears?
8,12,LEONARD,Everything’s fine. We just started talking about living arrangements.
8,12,AMY,Are you crazy? You know he’s a flight risk.
8,12,SHELDON,That’s exactly what I told him.
8,12,PENNY,"Sheldon, we know this is a sensitive subject, and Leonard’s not gonna move out until you’re ready."
8,12,SHELDON,"Well, what if you did it gradually?"
8,12,LEONARD,All right. How about we start with two nights a week I live with Penny?
8,12,SHELDON,How about one night and I let you whistle?
8,12,LEONARD,Okay.
8,12,SHELDON,When I’m not home.
8,12,LEONARD,You got it.
8,12,SHELDON,"There we go, compromising again. We really are the best."
8,12,HOWARD,"Here we go, my first Hindu temple."
8,12,RAJ,"You see behind the fountain, that tower that looks like a pyramid? It’s called a Sikhara. It symbolizes the, the connection between the human and the divine."
8,12,HOWARD,Huh. I always thought it was mini golf.
8,12,RAJ,All right. Shall we?
8,12,HOWARD,"Yeah. Just, uh, is there anything I should know before I go in?"
8,12,RAJ,Like what?
8,12,HOWARD,Like am I dressed okay?
8,12,RAJ,"Really? So every other place you’ve been, you thought this was fine?"
8,12,HOWARD,"I know you’re under a lot of pressure, so I’m gonna let that pass."
8,12,RAJ,"Sorry. You’re right. I’m so stressed. But you know what, whenever I walk into that temple I realize that whatever happens, it’s okay. We’re all part of an immense pattern, and though we can’t understand it, we can be happy to know that it’s, it’s working its will through us."
8,12,HOWARD,That’s nice.
8,12,RAJ,"Whether you call it God or the universe or the self, we’re all interconnected, and that’s just a beautiful… Son of a bitch, that guy just dinged my car. S, seriously? You were just gonna drive away? Like my life isn’t hard enough right now. A space probe might be destroyed, my parents are going through an awful divorce, the guy who cuts my dog’s hair just gave her bangs."
8,12,HOWARD,Raj.
8,12,RAJ,You saw her. She looks like Jim Carrey from Dumb and Dumber.
8,12,HOWARD,"Raj, you just got a text. The probe turned on. It’s fine."
8,12,RAJ,"Oh, good. Namaste, Grandpa."
8,12,LEONARD,"I thought this was gonna be boring, but it’s actually kind of fun."
8,12,PENNY,Don’t tell Amy that. We’ll be here every Sunday.
8,12,AMY,"Sheldon, that really is an excellent basket."
8,12,SHELDON,It’s not a basket. It’s a soldier’s helmet from 16th century China.
8,12,AMY,Very nice.
8,12,LEONARD,"Yeah, it looks great."
8,12,SHELDON,I saw that.
8,12,LEONARD,"Well, roomie, it’s only one night a week, but it’s a start."
8,12,PENNY,I know. I’m really proud of Sheldon.
8,12,LEONARD,"Yeah, I’m proud of him, too."
8,13,LEONARD,"Okay, we’re headed out, see you later."
8,13,SHELDON,"Before you leave, could you test these noise-cancelling headphones?"
8,13,LEONARD,"Yeah, sure."
8,13,SHELDON,Okay. Go ahead.
8,13,LEONARD,"Hello, can you hear me? Sheldon, I haven’t changed the filter in the water pitcher in two years."
8,13,PENNY,"Uh, Bernadette’s nickname for you is the virgin piña colada."
8,13,LEONARD,Your George Lucas autograph is really a me autograph.
8,13,PENNY,"Yeah, once I was too lazy to walk across the hall, so I used your toothbrush."
8,13,LEONARD,"Ooh, and one time when you were asleep, Amy totally took off her… and that’s why you’re the best roommate ever."
8,13,SHELDON,"Aw, now I’m sad I didn’t hear it."
8,13,PENNY,So what do you need the headphones for?
8,13,SHELDON,"Well, I’ve been struggling for months to come up with a theory of dark matter that doesn’t make protons decay. I’m hoping to finally tackle it by optimising my work environment. See, I’ve got, uh, my tea is at the perfect sipping temperature. Uh, I have fleece-lined boxer shorts to keep my tushie toasty. And then, oh, last but not least, this inspirational cat poster improved with the reassuring face of physics renegade Richard Feynman."
8,13,PENNY,Is that why you had to take him to Office Depot last night?
8,13,LEONARD,"I don’t want to talk about it. There, the place is all yours."
8,13,PENNY,"Yeah, have fun."
8,13,SHELDON,"Oh, I will, nothing more fun than a paradigm-shifting evening of science."
8,13,PENNY,And you thought it was soaping me up in the shower.
8,13,LEONARD,Bye.
8,13,SHELDON,Okay. Here we go. Proton decay. Proton decay.    Proton decay. Proton decay.    Proton decay. Proton decay.
8,13,LEONARD,"Hey, we’re home. Any progress?"
8,13,SHELDON,"How could there be, with these constant interruptions?"
8,13,PENNY,"I love him, but if he’s broken, let’s not get a new one."
8,13,LEONARD,What are you doing? It’s time to go.
8,13,SHELDON,I’m not going to work today. And would you like to know why?
8,13,LEONARD,"Ah, you’re upset because you spent the whole night working on dark matter and didn’t make a breakthrough, and now you’re worried you made a huge mistake switching fields, and you’re gonna sit around and sulk all day?"
8,13,SHELDON,Like a big old baby.
8,13,LEONARD,Call me if you need anything.
8,13,SHELDON,I’ve been cooped up in here too long. Maybe I need some fresh air.
8,13,SHELDON,Penny?
8,13,SHELDON,Penny?
8,13,SHELDON,Penny?
8,13,PENNY,"Ugh, what?"
8,13,SHELDON,You sounded in distress. I was worried something unpleasant was happening to you. Like a murder. Or spontaneous coitus with Leonard.
8,13,PENNY,"Oh, I’m just doing this awful workout. I hate it."
8,13,SHELDON,"Well, if you hate it, then why are you doing it? Although I could ask the same question about coitus with Leonard."
8,13,PENNY,"I don’t know, I guess I like that I hate it. It makes me work harder."
8,13,SHELDON,And to clarify?
8,13,PENNY,"The exercise, Sheldon. Shouldn’t you be getting ready for work?"
8,13,SHELDON,I’m not going. Would you like to know why?
8,13,PENNY,"Uh, you’re sad about not getting anything done last night, so you’re gonna sit around and pout about it?"
8,13,SHELDON,"Boy, I’m not nearly as mysterious as I think I am."
8,13,HOWARD,I invented a game. You want to play?
8,13,LEONARD,Sure.
8,13,HOWARD,"It’s called Emily or Cinnamon. I give you actual quotes I’ve heard Raj say, and you guess if he was talking to his girlfriend or his dog."
8,13,RAJ,"Go ahead, make fun. You can’t embarrass me, I’ve got a beautiful girlfriend and a dog who loves me so much she drinks my bathwater."
8,13,HOWARD,"Okay, who was he talking to, Emily or Cinnamon? I want you to know, the bed feels so lonely when you’re not in it."
8,13,RAJ,I may not be liking this game so much.
8,13,LEONARD,Cinnamon. Give me another one.
8,13,HOWARD,"Okay, Emily or Cinnamon? Check it out, I got us matching sweaters."
8,13,LEONARD,"We all got the Christmas card, Cinnamon."
8,13,RAJ,"You know, a man can care deeply about a woman and a pet. It’s not strange."
8,13,LEONARD,"Ooh, Emily. I heard him say that to Emily. Hey, I thought you were staying home."
8,13,SHELDON,"Yeah, I was, but after talking to Penny, I realised something. I, first, she’s trying much harder to stay attractive in this relationship than you are. And second, the reason I may not be progressing in my research is I’ve created too pleasant of an environment for myself."
8,13,HOWARD,What do you mean?
8,13,SHELDON,"According to a classic psychological experiment by Yerkes and Dodson, in order to maximize performance, one must create a state of productive anxiety. So I’d like to ask you all to do something for me. Keep me on my toes. Just throw me off my game. Essentially, go out of your way to make my life miserable."
8,13,HOWARD,Hold on. What’s in it for us?
8,13,SHELDON,"Well, I suppose…"
8,13,HOWARD,"Okay, we’ll do it."
8,13,SHELDON,Done.
8,13,AMY,"33 seconds. Okay, that’ll be our baseline."
8,13,SHELDON,"You know, I don’t want to tell you how to do your job, but when a mouse completes a maze, it gets a food pellet."
8,13,AMY,It also gets its brain plucked out with tweezers.
8,13,SHELDON,And his last meal was a food pellet? You’re a monster.
8,13,AMY,"All right, next, we’re gonna introduce an anxiety-inducing stimulus, measure your stress levels and see how it affects your problem-solving rate."
8,13,SHELDON,"Very well. And good luck, I’m a pretty laid-back guy."
8,13,AMY,Ready? Begin. Why’d you pop it?
8,13,SHELDON,"I’m sorry, I was aiming for your heart."
8,13,AMY,"Look, I know you don’t like it, but that’s the point of the experiment. I need to irritate you to find your optimal anxiety zone. And you said no to tickling, polka music or watching me eat a banana."
8,13,SHELDON,Who eats them horizontally?
8,13,AMY,My mother said that’s how good girls do it.
8,13,SHELDON,Perhaps this was a waste of time.
8,13,AMY,"Sheldon, you’re a remarkable scientist. Just be patient, I’m sure you’ll find the breakthrough you’ve been looking for."
8,13,SHELDON,Thank you.
8,13,AMY,"And if you only do solid research instead of making a groundbreaking discovery, what does it matter?"
8,13,SHELDON,"Only do solid research? I come to you for help, and you insult me? I thought the least that you would do would be…"
8,13,AMY,"Look, your anxiety levels are right in the zone."
8,13,SHELDON,"Really? Oh, that’s fantastic. Now, wait, they’re dropping. Why are they dropping?"
8,13,AMY,Because you’re happy they’re elevated.
8,13,SHELDON,"Oh, that is infuriating. Ooh, look, they went back up again. Terrific. Oh, no, they went back down."
8,13,RAJ,"All right, guys, what game do you want to play?"
8,13,HOWARD,Let’s see. How about Emily or Cinnamon?
8,13,RAJ,"You know what? I think it’s a little weird that you remember me saying all these things. Maybe the truth is, you’re jealous of all my relationships."
8,13,HOWARD,"Oh, maybe I am. Who wouldn’t want to be the girl, or possibly dog, to hear the words you’re so lucky, you have the shiniest hair."
8,13,LEONARD,"That is a tough one. Uh, I know he brushes both of them."
8,13,SHELDON,"Gentlemen, I have figured out the perfect way for you to irritate me. I’d like you to be my intellectual sparring partners. From now on, when I make an assertion, I need you to challenge it."
8,13,LEONARD,So you just want us to disagree with whatever you say?
8,13,SHELDON,Yes.
8,13,RAJ,And you think that’s going to help?
8,13,SHELDON,Yes.
8,13,HOWARD,"Well, I don’t think that’s gonna help at all."
8,13,SHELDON,"Oh, no, it will. See, by keeping my mind engaged, I’ll become more focused."
8,13,LEONARD,"Howard’s right, that’ll never work."
8,13,SHELDON,"Stop fighting me on the premise. It’s scientifically valid. I’m going to advance propositions, I just want you to challenge me."
8,13,RAJ,I don’t think that’s what you want at all.
8,13,SHELDON,"Why, of course it’s what I want. Why would I say it’s what I want if it’s not what I want?"
8,13,LEONARD,"Because it is what you want, and it’s not what you said."
8,13,SHELDON,"I ask you for one simple thing, and you can’t even do it."
8,13,HOWARD,"Yes, we can."
8,13,SHELDON,"Yeah, well, then do it."
8,13,HOWARD,Nah.
8,13,SHELDON,"You guys are the worst. Thank you, I think that was helpful."
8,13,PENNY,"So, whichever rep has the best sales for the quarter gets a trip for two to Hawaii."
8,13,AMY,That would be so romantic for you and Leonard.
8,13,PENNY,"Yeah, clearly you haven’t seen him on the beach walking around with his metal detector."
8,13,AMY,"If I were going to Hawaii, I’d spend all my time at the Keck Observatory. Did you know that the telescopes there have better resolution than the Hubble?"
8,13,PENNY,Really? Want to go to Hawaii?
8,13,SHELDON,Ladies?    Ladies?    Ladies?
8,13,PENNY,Come in.
8,13,SHELDON,Ladies.
8,13,PENNY,What’s up?
8,13,SHELDON,"Well, as you may know, I’ve been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?"
8,13,PENNY,What exactly do you think goes on here?
8,13,SHELDON,"Well, conversations that you wouldn’t be comfortable having in front of the opposite sex. You know, who has the best cervix. Which sanitary napkin is all the rage right now. Men’s buttocks, and how you want to pat and squeeze them."
8,13,BERNADETTE,We were talking about Penny’s job.
8,13,SHELDON,"And how difficult it is to do when she’s bloated, cranky and crampy? Continue."
8,13,PENNY,"Sheldon, we are just people. We talk about the same things you guys talk about."
8,13,SHELDON,"You talk about if werewolves can swim? See, Leonard says yes, but I say it depends on if the human could swim before he was bitten. What do you think?"
8,13,PENNY,Let’s just talk about our periods.
8,13,AMY,"No, hold on. All canines instinctively know how to swim. Why wouldn’t a werewolf have the same abilities?"
8,13,BERNADETTE,"Well, they’re not a hundred percent wolf. They’re a werewolf, that’s only part wolf. It’s like comparing apples to oranges."
